文件名,文件大小(字节),本地完整路径,云端路径,云端链接,上传状态,上传时间,所属文件夹,相对路径
APOS理论视角下的高中数学定理教学设计——以余弦定理为例_何雅晴.pdf,1519528,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\APOS理论视角下的高中数学定理教学设计——以余弦定理为例_何雅晴.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论视角下的高中数学定理教学设计——以余弦定理为例_何雅晴.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/APOS理论视角下的高中数学定理教学设计——以余弦定理为例_何雅晴.pdf,成功,2026-04-04 19:26:44,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\APOS理论视角下的高中数学定理教学设计——以余弦定理为例_何雅晴.pdf
GeoGebra环境下基于APOS理论的抛物线及其标准方程教学探究_张若虹.pdf,336218,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\GeoGebra环境下基于APOS理论的抛物线及其标准方程教学探究_张若虹.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/GeoGebra环境下基于APOS理论的抛物线及其标准方程教学探究_张若虹.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/GeoGebra环境下基于APOS理论的抛物线及其标准方程教学探究_张若虹.pdf,成功,2026-04-04 19:26:45,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\GeoGebra环境下基于APOS理论的抛物线及其标准方程教学探究_张若虹.pdf
基于APOS理论探究GeoGebra环境下的数学概念教学——以“圆的标准方程”为例_闻章.pdf,176522,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\基于APOS理论探究GeoGebra环境下的数学概念教学——以“圆的标准方程”为例_闻章.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论探究GeoGebra环境下的数学概念教学——以“圆的标准方程”为例_闻章.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论探究GeoGebra环境下的数学概念教学——以“圆的标准方程”为例_闻章.pdf,成功,2026-04-04 19:26:45,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\基于APOS理论探究GeoGebra环境下的数学概念教学——以“圆的标准方程”为例_闻章.pdf
基于APOS理论的高中数学单元教学设计研究_梅方莹.pdf,5075956,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学单元教学设计研究_梅方莹.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学单元教学设计研究_梅方莹.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学单元教学设计研究_梅方莹.pdf,成功,2026-04-04 19:26:48,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学单元教学设计研究_梅方莹.pdf
基于APOS理论的高中数学概念教学研究_秦梦宇.pdf,4255476,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学概念教学研究_秦梦宇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学概念教学研究_秦梦宇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学概念教学研究_秦梦宇.pdf,成功,2026-04-04 19:26:50,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学概念教学研究_秦梦宇.pdf
基于APOS理论的高中数学概念教学设计与实施——以“三角函数的概念”为例_贺炜.pdf,704885,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学概念教学设计与实施——以“三角函数的概念”为例_贺炜.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学概念教学设计与实施——以“三角函数的概念”为例_贺炜.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论的高中数学概念教学设计与实施——以“三角函数的概念”为例_贺炜.pdf,成功,2026-04-04 19:26:50,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\基于APOS理论的高中数学概念教学设计与实施——以“三角函数的概念”为例_贺炜.pdf
基于APOS理论谈数学概念教学——以“向量的加法”为例_朱曦晨.pdf,236721,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十二：APOS理论\基于APOS理论谈数学概念教学——以“向量的加法”为例_朱曦晨.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论谈数学概念教学——以“向量的加法”为例_朱曦晨.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十二：APOS理论/基于APOS理论谈数学概念教学——以“向量的加法”为例_朱曦晨.pdf,成功,2026-04-04 19:26:50,math-teaching-resources/理论卡片,理论文献\理论卡片二十二：APOS理论\基于APOS理论谈数学概念教学——以“向量的加法”为例_朱曦晨.pdf
STEAM教育理念下数学史融入高中数学的教学设计研究——以“椭圆及其标准方程”为例_童冬青.pdf,1006897,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\STEAM教育理念下数学史融入高中数学的教学设计研究——以“椭圆及其标准方程”为例_童冬青.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM教育理念下数学史融入高中数学的教学设计研究——以“椭圆及其标准方程”为例_童冬青.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM教育理念下数学史融入高中数学的教学设计研究——以“椭圆及其标准方程”为例_童冬青.pdf,成功,2026-04-04 19:26:51,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\STEAM教育理念下数学史融入高中数学的教学设计研究——以“椭圆及其标准方程”为例_童冬青.pdf
STEAM理念驱动的高中数学跨学科教学实践_刘涛.pdf,1442029,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\STEAM理念驱动的高中数学跨学科教学实践_刘涛.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM理念驱动的高中数学跨学科教学实践_刘涛.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM理念驱动的高中数学跨学科教学实践_刘涛.pdf,成功,2026-04-04 19:26:52,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\STEAM理念驱动的高中数学跨学科教学实践_刘涛.pdf
STEAM视角下的高中数学圆锥曲线教学设计研究_裴猛.pdf,2625723,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\STEAM视角下的高中数学圆锥曲线教学设计研究_裴猛.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM视角下的高中数学圆锥曲线教学设计研究_裴猛.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/STEAM视角下的高中数学圆锥曲线教学设计研究_裴猛.pdf,成功,2026-04-04 19:26:53,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\STEAM视角下的高中数学圆锥曲线教学设计研究_裴猛.pdf
基于STEAM情境大任务的大单元教学作业设计与评价_王玉春.pdf,1267383,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM情境大任务的大单元教学作业设计与评价_王玉春.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM情境大任务的大单元教学作业设计与评价_王玉春.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM情境大任务的大单元教学作业设计与评价_王玉春.pdf,成功,2026-04-04 19:26:54,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM情境大任务的大单元教学作业设计与评价_王玉春.pdf
基于STEAM教育理念的数学跨学科教学设计——以“指数函数”为例_田静.pdf,1149889,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM教育理念的数学跨学科教学设计——以“指数函数”为例_田静.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM教育理念的数学跨学科教学设计——以“指数函数”为例_田静.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM教育理念的数学跨学科教学设计——以“指数函数”为例_田静.pdf,成功,2026-04-04 19:26:55,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM教育理念的数学跨学科教学设计——以“指数函数”为例_田静.pdf
基于STEAM教育理念的高中圆锥曲线教学设计研究_赵青华.pdf,4300325,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM教育理念的高中圆锥曲线教学设计研究_赵青华.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM教育理念的高中圆锥曲线教学设计研究_赵青华.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM教育理念的高中圆锥曲线教学设计研究_赵青华.pdf,成功,2026-04-04 19:26:57,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM教育理念的高中圆锥曲线教学设计研究_赵青华.pdf
基于STEAM理念下平面解析几何教学设计研究_刘雪倩.pdf,5830884,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM理念下平面解析几何教学设计研究_刘雪倩.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM理念下平面解析几何教学设计研究_刘雪倩.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十五：STEAM 教育理论/基于STEAM理念下平面解析几何教学设计研究_刘雪倩.pdf,成功,2026-04-04 19:27:00,math-teaching-resources/理论卡片,理论文献\理论卡片二十五：STEAM 教育理论\基于STEAM理念下平面解析几何教学设计研究_刘雪倩.pdf
ACT-R理论在高中函数概念教学中的应用研究_李思文.pdf,2834269,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\ACT-R理论在高中函数概念教学中的应用研究_李思文.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/ACT-R理论在高中函数概念教学中的应用研究_李思文.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/ACT-R理论在高中函数概念教学中的应用研究_李思文.pdf,成功,2026-04-04 19:27:02,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\ACT-R理论在高中函数概念教学中的应用研究_李思文.pdf
ACT-R理论驱动下高中导数的教学设计研究_潘小蝶.pdf,5481343,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\ACT-R理论驱动下高中导数的教学设计研究_潘小蝶.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/ACT-R理论驱动下高中导数的教学设计研究_潘小蝶.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/ACT-R理论驱动下高中导数的教学设计研究_潘小蝶.pdf,成功,2026-04-04 19:27:05,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\ACT-R理论驱动下高中导数的教学设计研究_潘小蝶.pdf
基于ACT-R理论的“高中数学探究活动”教学实践与思考——以斐波那契数列为例_吴玉章.pdf,1246287,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的“高中数学探究活动”教学实践与思考——以斐波那契数列为例_吴玉章.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的“高中数学探究活动”教学实践与思考——以斐波那契数列为例_吴玉章.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的“高中数学探究活动”教学实践与思考——以斐波那契数列为例_吴玉章.pdf,成功,2026-04-04 19:27:06,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的“高中数学探究活动”教学实践与思考——以斐波那契数列为例_吴玉章.pdf
基于ACT-R理论的三角函数教学研究_黄雨萌.pdf,2543450,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的三角函数教学研究_黄雨萌.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的三角函数教学研究_黄雨萌.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的三角函数教学研究_黄雨萌.pdf,成功,2026-04-04 19:27:07,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的三角函数教学研究_黄雨萌.pdf
基于ACT-R理论的圆锥曲线教学设计案例研究_张鑫萌.pdf,2520352,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的圆锥曲线教学设计案例研究_张鑫萌.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的圆锥曲线教学设计案例研究_张鑫萌.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的圆锥曲线教学设计案例研究_张鑫萌.pdf,成功,2026-04-04 19:27:08,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的圆锥曲线教学设计案例研究_张鑫萌.pdf
基于ACT-R理论的指数函数与对数函数单元教学研究_张淞琦.pdf,2430232,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的指数函数与对数函数单元教学研究_张淞琦.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的指数函数与对数函数单元教学研究_张淞琦.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的指数函数与对数函数单元教学研究_张淞琦.pdf,成功,2026-04-04 19:27:10,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的指数函数与对数函数单元教学研究_张淞琦.pdf
基于ACT-R理论的数列概念的教学设计_李欣瑶.pdf,1101834,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的数列概念的教学设计_李欣瑶.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的数列概念的教学设计_李欣瑶.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的数列概念的教学设计_李欣瑶.pdf,成功,2026-04-04 19:27:11,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的数列概念的教学设计_李欣瑶.pdf
基于ACT-R理论的数学定理教学设计——以“余弦定理”为例_侯雨欣 (1).pdf,4559766,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的数学定理教学设计——以“余弦定理”为例_侯雨欣 (1).pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的数学定理教学设计——以“余弦定理”为例_侯雨欣 (1).pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的数学定理教学设计——以“余弦定理”为例_侯雨欣 (1).pdf,成功,2026-04-04 19:27:13,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的数学定理教学设计——以“余弦定理”为例_侯雨欣 (1).pdf
基于ACT-R理论的立体几何教学设计研究_赵晓薇.pdf,4325376,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的立体几何教学设计研究_赵晓薇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的立体几何教学设计研究_赵晓薇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的立体几何教学设计研究_赵晓薇.pdf,成功,2026-04-04 19:27:15,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的立体几何教学设计研究_赵晓薇.pdf
基于ACT-R理论的高中数列教学设计研究_孙中乾.pdf,1891572,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数列教学设计研究_孙中乾.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数列教学设计研究_孙中乾.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数列教学设计研究_孙中乾.pdf,成功,2026-04-04 19:27:16,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数列教学设计研究_孙中乾.pdf
基于ACT-R理论的高中数学单元教学的设计研究_钟云如.pdf,4957708,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学单元教学的设计研究_钟云如.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学单元教学的设计研究_钟云如.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学单元教学的设计研究_钟云如.pdf,成功,2026-04-04 19:27:19,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学单元教学的设计研究_钟云如.pdf
基于ACT-R理论的高中数学单元教学研究_宋韵.pdf,6362904,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学单元教学研究_宋韵.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学单元教学研究_宋韵.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学单元教学研究_宋韵.pdf,成功,2026-04-04 19:27:23,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学单元教学研究_宋韵.pdf
基于ACT-R理论的高中数学教学目标设计_石天然.pdf,2432241,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学教学目标设计_石天然.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学教学目标设计_石天然.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学教学目标设计_石天然.pdf,成功,2026-04-04 19:27:24,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学教学目标设计_石天然.pdf
基于ACT-R理论的高中数学最值问题教学研究_周亚.pdf,3459450,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学最值问题教学研究_周亚.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学最值问题教学研究_周亚.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中数学最值问题教学研究_周亚.pdf,成功,2026-04-04 19:27:26,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中数学最值问题教学研究_周亚.pdf
基于ACT-R理论的高中立体几何教学优化设计研究_梅杰.pdf,2483697,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中立体几何教学优化设计研究_梅杰.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中立体几何教学优化设计研究_梅杰.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十六：ACT-R 理论/基于ACT-R理论的高中立体几何教学优化设计研究_梅杰.pdf,成功,2026-04-04 19:27:27,math-teaching-resources/理论卡片,理论文献\理论卡片二十六：ACT-R 理论\基于ACT-R理论的高中立体几何教学优化设计研究_梅杰.pdf
SOLO分类评价理论应用于高中数学教学实践研究_丘建旺.pdf,2065908,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\SOLO分类评价理论应用于高中数学教学实践研究_丘建旺.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO分类评价理论应用于高中数学教学实践研究_丘建旺.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO分类评价理论应用于高中数学教学实践研究_丘建旺.pdf,成功,2026-04-04 19:27:28,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\SOLO分类评价理论应用于高中数学教学实践研究_丘建旺.pdf
SOLO理论下的高中数学教学分析——以函数的概念教学为例_李婷婷.pdf,288222,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\SOLO理论下的高中数学教学分析——以函数的概念教学为例_李婷婷.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO理论下的高中数学教学分析——以函数的概念教学为例_李婷婷.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO理论下的高中数学教学分析——以函数的概念教学为例_李婷婷.pdf,成功,2026-04-04 19:27:29,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\SOLO理论下的高中数学教学分析——以函数的概念教学为例_李婷婷.pdf
SOLO理论在高中数学学习评价中的应用案例_代杰.pdf,681434,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\SOLO理论在高中数学学习评价中的应用案例_代杰.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO理论在高中数学学习评价中的应用案例_代杰.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/SOLO理论在高中数学学习评价中的应用案例_代杰.pdf,成功,2026-04-04 19:27:29,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\SOLO理论在高中数学学习评价中的应用案例_代杰.pdf
基于SOLO分类理论的思维结构层次与教学策略分析——以2023年新课标全国Ⅰ卷高考数学概率题为例_李净.pdf,248422,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\基于SOLO分类理论的思维结构层次与教学策略分析——以2023年新课标全国Ⅰ卷高考数学概率题为例_李净.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO分类理论的思维结构层次与教学策略分析——以2023年新课标全国Ⅰ卷高考数学概率题为例_李净.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO分类理论的思维结构层次与教学策略分析——以2023年新课标全国Ⅰ卷高考数学概率题为例_李净.pdf,成功,2026-04-04 19:27:29,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\基于SOLO分类理论的思维结构层次与教学策略分析——以2023年新课标全国Ⅰ卷高考数学概率题为例_李净.pdf
基于SOLO理论的高中数学教学研究_孙一师.pdf,2253929,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学教学研究_孙一师.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学教学研究_孙一师.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学教学研究_孙一师.pdf,成功,2026-04-04 19:27:31,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学教学研究_孙一师.pdf
基于SOLO理论的高中数学教学设计——以分类加法计数原理与分步乘法计数原理为例_王宇.pdf,1104597,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学教学设计——以分类加法计数原理与分步乘法计数原理为例_王宇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学教学设计——以分类加法计数原理与分步乘法计数原理为例_王宇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学教学设计——以分类加法计数原理与分步乘法计数原理为例_王宇.pdf,成功,2026-04-04 19:27:31,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学教学设计——以分类加法计数原理与分步乘法计数原理为例_王宇.pdf
基于SOLO理论的高中数学课堂问题链设计研究_王颖茹.pdf,4851693,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学课堂问题链设计研究_王颖茹.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学课堂问题链设计研究_王颖茹.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中数学课堂问题链设计研究_王颖茹.pdf,成功,2026-04-04 19:27:34,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中数学课堂问题链设计研究_王颖茹.pdf
