文件名,目录,文件类型,扩展名,大小(KB),修改时间,关联文件,图片数量,备注,完整路径,云端链接
《5.4 三角函数的图象与性质》优秀教案教学设计_image_71.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,其他文件,.wmf,0.81,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_71.wmf,
《5.4 三角函数的图象与性质》优秀教案教学设计_image_72.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,其他文件,.wmf,0.88,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_72.wmf,
《5.4 三角函数的图象与性质》优秀教案教学设计_image_73.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,其他文件,.wmf,0.79,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_73.wmf,
《5.4 三角函数的图象与性质》优秀教案教学设计_image_74.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_74.png,
《5.4 三角函数的图象与性质》优秀教案教学设计_image_8.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,其他文件,.wmf,1.08,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_8.wmf,
《5.4 三角函数的图象与性质》优秀教案教学设计_image_9.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images,图片文件,.png,5.92,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教案教学设计_images\《5.4 三角函数的图象与性质》优秀教案教学设计_image_9.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_1.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,6.08,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_1.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_10.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_10.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_11.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,4.83,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_11.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_12.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,4.96,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_12.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_13.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,1.04,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_13.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_14.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,1,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_14.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_15.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,1.35,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_15.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_16.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,1.26,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_16.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_17.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.emf,652.16,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_17.emf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_18.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.emf,650.72,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_18.emf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_19.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.emf,128.14,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_19.emf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_2.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,4.94,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_2.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_20.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.emf,0.94,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_20.emf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_21.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,19.47,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_21.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_22.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,6.39,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_22.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_3.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,19.48,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_3.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_4.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,19.39,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_4.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_5.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,图片文件,.png,0.3,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_5.png,
《5.4 三角函数的图象与性质》优秀教研导学案_image_6.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,0.87,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_6.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_7.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,0.75,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_7.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_8.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,0.75,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_8.wmf,
《5.4 三角函数的图象与性质》优秀教研导学案_image_9.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images,其他文件,.wmf,0.85,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优秀教研导学案_images\《5.4 三角函数的图象与性质》优秀教研导学案_image_9.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_1.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_1.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_10.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_10.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_11.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.93,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_11.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_12.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_12.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_13.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_13.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_14.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,1.15,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_14.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_15.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,1.32,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_15.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_16.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.59,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_16.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_17.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_17.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_18.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,4.19,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_18.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_19.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_19.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_2.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,5.15,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_2.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_20.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.5,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_20.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_21.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_21.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_3.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,5.92,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_3.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_4.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,4.99,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_4.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_5.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,0.29,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_5.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_6.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_6.png,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_7.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.94,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_7.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_8.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.8,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_8.wmf,
《5.4 三角函数的图象与性质》优质课教案教学设计_image_9.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images,其他文件,.wmf,0.84,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》优质课教案教学设计_images\《5.4 三角函数的图象与性质》优质课教案教学设计_image_9.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_1.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_1.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_10.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.emf,652.16,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_10.emf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_11.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.emf,650.72,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_11.emf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_12.emf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.emf,128.14,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_12.emf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_13.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,0.87,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_13.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_14.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,0.75,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_14.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_15.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,0.75,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_15.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_16.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,0.85,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_16.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_17.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,0.76,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_17.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_18.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_18.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_2.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,5.15,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_2.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_3.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,5.92,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_3.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_4.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,4.99,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_4.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_5.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,图片文件,.png,0.3,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_5.png,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_6.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,1.04,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_6.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_7.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,1,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_7.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_8.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,1.35,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_8.wmf,
《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_9.wmf,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images,其他文件,.wmf,1.26,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_images\《5.4 三角函数的图象与性质》公开课优秀教案教学设计_image_9.wmf,
《5.4 三角函数的图象与性质》名师精品教案教学设计_image_1.png,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》名师精品教案教学设计_images,图片文件,.png,4.98,2026/3/26 14:11,,0,函数教案资源,第五章三角函数\5.4三角函数的图像与性质\《5.4 三角函数的图象与性质》名师精品教案教学设计_images\《5.4 三角函数的图象与性质》名师精品教案教学设计_image_1.png,
