文件名,目录,文件类型,扩展名,大小(KB),修改时间,关联文件,图片数量,备注,完整路径,云端链接
7.2  离散型随机变量及其分布列教学设计模板.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,274.45,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2  离散型随机变量及其分布列教学设计模板.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2  离散型随机变量及其分布列教学设计模板.docx
7.2  离散型随机变量及其分布列教学设计模板.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,17.38,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2  离散型随机变量及其分布列教学设计模板.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2  离散型随机变量及其分布列教学设计模板.md
7.2 离散型随机变量及其分布列 (1)     导学案.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,1272.78,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)     导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)     导学案.docx
7.2 离散型随机变量及其分布列 (1)     导学案.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,16.38,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)     导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)     导学案.md
7.2 离散型随机变量及其分布列 (1)    教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,1244.33,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)    教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)    教学设计.docx
7.2 离散型随机变量及其分布列 (1)    教学设计.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,22.34,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)    教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (1)    教学设计.md
7.2 离散型随机变量及其分布列 (2)     导学案.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,214.88,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)     导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)     导学案.docx
7.2 离散型随机变量及其分布列 (2)     导学案.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,13.42,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)     导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)     导学案.md
7.2 离散型随机变量及其分布列 (2)    教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,167.03,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)    教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)    教学设计.docx
7.2 离散型随机变量及其分布列 (2)    教学设计.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,25.56,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)    教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2 离散型随机变量及其分布列 (2)    教学设计.md
7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,33.48,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.docx
7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,13.29,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/7.2+离散型随机变量及其分布列（学案）-高二数学（A版2019必三）.md
课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.docx,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,docx,.docx,223.73,2022/8/27 16:38,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.docx
课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.md,选择性必修三\第七章 随机变量及其分布\7.2 离散型随机变量及其分布列,md,.md,14.14,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.2 离散型随机变量及其分布列/课时21861_7.2.3离散型随机变量方差-7.3.2离散型随机变量的方差【微信公众号：全都要半糖 免费分享】.md
7.3.1  离散型随机变量的均值教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,399.12,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1  离散型随机变量的均值教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1  离散型随机变量的均值教学设计.docx
7.3.1  离散型随机变量的均值教学设计.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,21.91,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1  离散型随机变量的均值教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1  离散型随机变量的均值教学设计.md
7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,164.31,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.docx
7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,21.46,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1+离散型随机变量的均值（学案）-高二数学（A版2019必三）.md
7.3.1离散型随机变量的均值  导学案.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,115.58,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值  导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值  导学案.docx
7.3.1离散型随机变量的均值  导学案.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,16.97,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值  导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值  导学案.md
7.3.1离散型随机变量的均值 教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,88.39,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值 教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值 教学设计.docx
7.3.1离散型随机变量的均值 教学设计.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,31.25,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值 教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.1离散型随机变量的均值 教学设计.md
7.3.2  离散型随机变量的方差教案.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,240.85,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2  离散型随机变量的方差教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2  离散型随机变量的方差教案.docx
7.3.2  离散型随机变量的方差教案.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,22.21,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2  离散型随机变量的方差教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2  离散型随机变量的方差教案.md
7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,172.14,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.docx
7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,17.12,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2+离散型随机变量的方差（学案）-高二数学（A版2019必三）.md
7.3.2离散型随机变量的方差   导学案.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,150.11,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   导学案.docx
7.3.2离散型随机变量的方差   导学案.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,15.45,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   导学案.md
7.3.2离散型随机变量的方差   教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,docx,.docx,167.64,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   教学设计.docx
7.3.2离散型随机变量的方差   教学设计.md,选择性必修三\第七章 随机变量及其分布\7.3 离散型随机变量的数字特征,md,.md,27.16,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.3 离散型随机变量的数字特征/7.3.2离散型随机变量的方差   教学设计.md
7.4.1 二项分布     导学案.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,519.84,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     导学案.docx
7.4.1 二项分布     导学案.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,17.27,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     导学案.md
7.4.1 二项分布     教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,462.03,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     教学设计.docx
7.4.1 二项分布     教学设计.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,27.61,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布     教学设计.md
7.4.1 二项分布.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,328.16,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布.docx
7.4.1 二项分布.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,26.05,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1 二项分布.md
7.4.1+二项分布（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,102.86,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1+二项分布（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1+二项分布（学案）-高二数学（A版2019必三）.docx
7.4.1+二项分布（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,20.43,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1+二项分布（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.1+二项分布（学案）-高二数学（A版2019必三）.md
7.4.2 超几何分布教案.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,234.09,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2 超几何分布教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2 超几何分布教案.docx
7.4.2 超几何分布教案.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,23.75,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2 超几何分布教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2 超几何分布教案.md
7.4.2+超几何分布（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,80.18,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2+超几何分布（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2+超几何分布（学案）-高二数学（A版2019必三）.docx
7.4.2+超几何分布（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,19.15,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2+超几何分布（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2+超几何分布（学案）-高二数学（A版2019必三）.md
7.4.2超几何分布     导学案.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,523.97,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布     导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布     导学案.docx
7.4.2超几何分布     导学案.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,10.19,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布     导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布     导学案.md
7.4.2超几何分布    教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,498.38,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布    教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布    教学设计.docx
7.4.2超几何分布    教学设计.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,16.37,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布    教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/7.4.2超几何分布    教学设计.md
课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,1525.97,2022/8/27 16:38,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.docx
课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,20.13,2026/4/19 13:22,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21863_7.4.1二项分布-7.4.1二项分布【微信公众号：全都要半糖 免费分享】.md
